customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS00841,Male,0,Yes,No,43,No,No phone service,Fiber optic,No,No,No,Month-to-month,No,Mailed check,111.02,4763.98,Yes
CUS00842,Female,0,No,No,40,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,65.08,2607.67,No
CUS00843,Male,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,Mailed check,103.97,2917.59,No
CUS00844,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,104.15,517.6,Yes
CUS00845,Male,0,Yes,Yes,55,Yes,Yes,DSL,No,Yes,Yes,Two year,No,Credit card (automatic),23.87,1313.82,No
CUS00846,Male,0,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),96.16,1253.18,No
CUS00847,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.29,4481.51,Yes
CUS00848,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.32,1137.92,No
CUS00849,Male,0,Yes,Yes,0,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,112.05,,No
CUS00850,Female,0,Yes,No,11,No,No phone service,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.45,905.92,No
CUS00851,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Bank transfer (automatic),34.75,797.85,Yes
CUS00852,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,Month-to-month,No,Credit card (automatic),30.31,1091.48,Yes
CUS00853,Male,1,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),74.2,5114.27,No
CUS00854,Male,1,Yes,No,2,Yes,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer (automatic),23.88,42.48,No
CUS00855,Male,1,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Credit card (automatic),34.44,899.82,No
CUS00856,Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.85,5874.17,Yes
CUS00857,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,Two year,No,Bank transfer (automatic),92.47,1485.34,Yes
CUS00858,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.35,1105.73,Yes
CUS00859,Female,0,Yes,Yes,38,No,No phone service,DSL,No,No,No,Two year,Yes,Bank transfer (automatic),38.88,1476.41,No
CUS00860,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card (automatic),39.85,121.94,Yes
CUS00861,Female,0,Yes,Yes,16,Yes,No,DSL,No,Yes,No,Month-to-month,No,Mailed check,62.58,989.9,Yes
CUS00862,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,One year,No,Credit card (automatic),93.41,936.38,No
CUS00863,Female,1,No,No,11,No,No phone service,DSL,No,Yes,Yes,One year,Yes,Mailed check,18.39,211.69,Yes
CUS00864,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,22.43,701.01,No
CUS00865,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.01,2718.21,No
CUS00866,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.41,4276.62,Yes
CUS00867,Male,1,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Mailed check,87.47,3674.82,No
CUS00868,Female,0,Yes,No,48,Yes,No,DSL,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),67.95,3262.96,No
CUS00869,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,Credit card (automatic),32.51,2341.26,No
CUS00870,Female,1,No,No,42,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,28.22,1183.61,Yes
CUS00871,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.54,205.45,No
CUS00872,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Mailed check,56.25,1576.55,No
CUS00873,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,87.57,2980.52,No
CUS00874,Male,0,No,No,47,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Bank transfer (automatic),63.62,2987.36,No
CUS00875,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.09,3467.71,No
CUS00876,Male,0,No,No,23,Yes,Yes,DSL,Yes,No,No,Month-to-month,No,Electronic check,37.33,850.39,No
CUS00877,Female,1,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.46,1254.11,No
CUS00878,Female,1,Yes,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),55.69,780.08,Yes
CUS00879,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Credit card (automatic),42.51,719.26,No
CUS00880,Male,0,Yes,No,59,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.77,4593.29,No
CUS00881,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,71.7,2865.86,No
CUS00882,Female,0,Yes,No,68,Yes,No,DSL,No,No,No,Month-to-month,Yes,Electronic check,67.57,4601.55,Yes
CUS00883,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.11,767.49,Yes
CUS00884,Female,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.25,1774.47,No
CUS00885,Female,0,Yes,No,17,No,No phone service,Fiber optic,Yes,No,Yes,Two year,Yes,Electronic check,55.05,925.93,No
CUS00886,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,Two year,Yes,Mailed check,50.47,554.9,No
CUS00887,Male,1,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Credit card (automatic),94.92,1424.16,Yes
CUS00888,Female,0,Yes,Yes,26,Yes,Yes,DSL,No,No,No,One year,Yes,Bank transfer (automatic),21.57,566.87,No
CUS00889,Female,0,No,Yes,16,No,No phone service,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,46.19,731.48,Yes
CUS00890,Male,0,Yes,No,30,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,109.83,3293.49,Yes
CUS00891,Male,0,Yes,No,34,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Mailed check,48.04,1640.62,No
CUS00892,Male,0,No,Yes,26,Yes,Yes,DSL,No,No,Yes,Two year,Yes,Bank transfer (automatic),33.19,870.87,Yes
CUS00893,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,93.73,2901.46,No
CUS00894,Male,0,Yes,No,16,Yes,No,DSL,No,Yes,No,Two year,No,Mailed check,22.78,361.05,No
CUS00895,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.63,597.8,No
CUS00896,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),103.54,,No
CUS00897,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),113.41,5441.74,No
CUS00898,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42.9,1712.77,No
CUS00899,Male,1,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),47.62,915.09,No
CUS00900,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),74.73,5232.84,No
CUS00901,Male,1,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.66,1462.72,No
CUS00902,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,One year,No,Mailed check,33.07,499.33,No
CUS00903,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,60.6,2307.94,Yes
CUS00904,Male,0,No,No,44,Yes,Yes,DSL,Yes,Yes,No,Two year,Yes,Mailed check,25.22,1115.75,No
CUS00905,Male,0,Yes,No,63,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,107.42,6768.76,No
CUS00906,Female,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Mailed check,51.42,2365.2,No
CUS00907,Female,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),51.63,1136.65,No
CUS00908,Male,0,No,No,31,No,No phone service,DSL,Yes,No,Yes,Two year,Yes,Mailed check,97.14,3011.05,No
CUS00909,Male,0,Yes,No,48,Yes,No,DSL,Yes,No,No,Two year,Yes,Electronic check,52.15,2500.55,No
CUS00910,Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),94.09,1698.84,No
CUS00911,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),36.12,2382.96,No
CUS00912,Male,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),70.9,2689.13,Yes
CUS00913,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.85,5596.25,No
CUS00914,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Two year,No,Bank transfer (automatic),62.99,633.48,No
CUS00915,Female,0,No,No,48,Yes,Yes,DSL,No,Yes,No,Two year,No,Bank transfer (automatic),25.18,1201.36,No
CUS00916,Female,0,No,No,14,No,No phone service,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.69,1282.32,Yes
CUS00917,Female,1,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),67.41,4040.59,No
CUS00918,Female,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),49.64,2095.79,No
CUS00919,Female,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Electronic check,117.28,1642.38,No
CUS00920,Female,1,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,Two year,No,Electronic check,105.61,7611.68,Yes
CUS00921,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,Yes,One year,No,Mailed check,21.78,88.34,No
CUS00922,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,77.37,2168.03,No
CUS00923,Male,0,No,No,61,Yes,No,Fiber optic,Yes,No,Yes,One year,No,Mailed check,53.46,3260.75,No
CUS00924,Male,0,Yes,Yes,59,Yes,No,DSL,Yes,No,Yes,One year,Yes,Credit card (automatic),21.74,1281.54,No
CUS00925,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,19.13,1300.47,Yes
CUS00926,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.38,1600.69,Yes
CUS00927,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,No,One year,No,Mailed check,50.01,600.06,No
CUS00928,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,88.33,4320.05,No
CUS00929,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,63.44,2919.11,No
CUS00930,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Credit card (automatic),94.65,2644.18,No
CUS00931,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,99.31,1589.43,Yes
CUS00932,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,83.72,1592.28,Yes
CUS00933,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,59.8,306.09,No
CUS00934,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),116.85,2455.43,No
CUS00935,Female,1,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,One year,No,Credit card (automatic),48.67,388.03,Yes
CUS00936,Male,1,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.46,2150.12,No
CUS00937,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Electronic check,70.04,2244.86,No
CUS00938,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.83,4196.77,No
CUS00939,Female,0,No,Yes,48,Yes,Yes,DSL,Yes,No,No,Two year,No,Credit card (automatic),30.14,1442.96,No
CUS00940,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,One year,Yes,Credit card (automatic),53.39,1549.08,No
CUS00941,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),39.52,583.52,Yes
CUS00942,Male,0,No,No,64,No,No phone service,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.99,6911.76,No
CUS00943,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.54,1082.12,No
CUS00944,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Credit card (automatic),46.78,2571.27,No
CUS00945,Male,1,No,No,36,Yes,Yes,DSL,No,No,No,Month-to-month,No,Mailed check,74.57,2694.49,No
CUS00946,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.32,4956.93,No
CUS00947,Male,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),111.44,5464.51,No
CUS00948,Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer (automatic),25.5,897.75,No
CUS00949,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,Credit card (automatic),96.69,4935.46,Yes
CUS00950,Male,0,Yes,No,22,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.63,2523.72,No
CUS00951,Male,0,No,No,65,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.72,4201.26,Yes
CUS00952,Female,0,Yes,No,70,No,No phone service,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),117.55,8225.25,Yes
CUS00953,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,113.71,4997.41,No
CUS00954,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,Two year,Yes,Mailed check,83.69,2257.87,No
CUS00955,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,102.76,1950.74,No
CUS00956,Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,47.66,2283.11,No
CUS00957,Female,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Bank transfer (automatic),109.75,6148.74,No
CUS00958,Male,0,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),77.19,4474.55,No
CUS00959,Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.97,1722.44,No
CUS00960,Male,0,No,No,18,Yes,No,DSL,Yes,No,Yes,One year,No,Bank transfer (automatic),101.57,1820.42,No
CUS00961,Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,106.95,1283.75,No
CUS00962,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,88.12,5374.85,No
CUS00963,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,Yes,One year,No,Bank transfer (automatic),20.5,263.5,No
CUS00964,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Mailed check,77.72,5597.75,No
CUS00965,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,100.17,1002.29,Yes
CUS00966,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Credit card (automatic),72.53,4789.92,No
CUS00967,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Electronic check,111.49,1229.55,Yes
CUS00968,Female,0,Yes,No,34,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,107.73,3666.4,No
CUS00969,Female,0,No,No,38,No,No phone service,DSL,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.97,2705.2,No
CUS00970,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,58.38,1810.42,No
CUS00971,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.51,300.9,No
CUS00972,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.26,5198.49,Yes
CUS00973,Male,0,Yes,Yes,26,Yes,No,DSL,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),44.6,1157.58,No
CUS00974,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,84.85,5001.55,No
CUS00975,Female,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),97.88,4098.39,No
CUS00976,Female,0,Yes,Yes,64,No,No phone service,DSL,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.87,3768.84,No
CUS00977,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,19.56,1056.41,No
CUS00978,Female,1,No,Yes,34,No,No phone service,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,104.53,3563.59,Yes
CUS00979,Female,0,No,Yes,31,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.9,2269.15,No
CUS00980,Female,0,Yes,No,18,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,No,Credit card (automatic),49.48,894.04,No
CUS00981,Female,0,No,Yes,38,Yes,Yes,DSL,Yes,No,No,One year,Yes,Bank transfer (automatic),81.38,3095.25,No
CUS00982,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Electronic check,85.44,1619.21,No
CUS00983,Female,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,32.75,885.19,No
CUS00984,Male,1,No,No,2,Yes,No,DSL,No,Yes,No,One year,Yes,Credit card (automatic),82.64,164.7,Yes
CUS00985,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),46.67,1447.5,No
CUS00986,Female,0,Yes,Yes,57,No,No phone service,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,98.36,5602.68,No
CUS00987,Female,0,No,No,53,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Credit card (automatic),112.15,5946.05,No
CUS00988,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.27,1152.22,No
CUS00989,Female,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),109.74,1551.54,No
CUS00990,Female,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.34,6615.98,Yes
CUS00991,Female,0,Yes,Yes,30,No,No phone service,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,52.29,1575.34,No
CUS00992,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,No,Mailed check,20.88,1246.42,No
CUS00993,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,No,One year,Yes,Credit card (automatic),84.32,2099.9,Yes
CUS00994,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Credit card (automatic),52.47,3569.33,Yes
CUS00995,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,37.16,2079.44,No
CUS00996,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.86,557.58,Yes
CUS00997,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,37.6,2447.14,No
CUS00998,Female,0,No,Yes,20,No,No phone service,DSL,Yes,Yes,Yes,Two year,No,Credit card (automatic),41.75,834.79,No
CUS00999,Female,0,Yes,Yes,59,No,No phone service,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,97.58,5764.62,Yes
CUS01000,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,96.38,5976.47,No
CUS01001,Female,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,67.44,3373.14,No
CUS01002,Male,0,No,Yes,38,Yes,Yes,DSL,Yes,Yes,No,One year,Yes,Mailed check,73.33,2791.75,No
CUS01003,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),109.78,1094.41,Yes
CUS01004,Male,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),108.8,6097.89,No
CUS01005,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Credit card (automatic),100.87,204.57,Yes
CUS01006,Male,0,Yes,No,36,Yes,No,DSL,Yes,Yes,No,One year,No,Mailed check,55.43,1990.88,No
CUS01007,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.66,1321.63,No
CUS01008,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,106.79,2133.51,Yes
CUS01009,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,110.65,4528.48,Yes
CUS01010,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),97.85,,No
CUS01011,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.71,2056.44,Yes
CUS01012,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),73.82,1698.84,No
CUS01013,Female,0,Yes,No,46,Yes,No,DSL,Yes,No,No,Two year,No,Electronic check,51.83,2392.29,No
CUS01014,Male,0,No,Yes,6,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),42.06,253.6,Yes
CUS01015,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,32.03,1193.04,Yes
CUS01016,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),90.82,4183.05,No
CUS01017,Female,0,No,Yes,34,Yes,No,DSL,Yes,Yes,No,One year,No,Bank transfer (automatic),95.7,3240.47,No
CUS01018,Male,0,No,No,61,Yes,No,DSL,No,Yes,No,Two year,No,Bank transfer (automatic),53.86,3289.96,No
CUS01019,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.6,1336.3,No
CUS01020,Male,0,No,No,2,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.86,226.28,Yes
CUS01021,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Electronic check,61.71,1172.2,Yes
CUS01022,Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.46,4978.71,Yes
CUS01023,Female,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.74,2660.12,No
CUS01024,Female,0,No,Yes,25,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),30.4,762.92,Yes
CUS01025,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.7,2388.29,Yes
CUS01026,Female,0,Yes,No,4,Yes,No,DSL,No,No,Yes,Month-to-month,No,Credit card (automatic),83.71,327.39,No
CUS01027,Female,1,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,82.93,4815.36,Yes
CUS01028,Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Credit card (automatic),41.2,2470.92,No
CUS01029,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,35.69,1709.66,Yes
CUS01030,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,45.68,1328.82,No
CUS01031,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No,Two year,No,Credit card (automatic),96.69,1539.6,Yes
CUS01032,Female,0,No,No,69,Yes,No,DSL,Yes,No,Yes,One year,Yes,Bank transfer (automatic),42.19,2915.8,No
CUS01033,Male,0,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),88.18,5025.47,No
CUS01034,Female,0,Yes,No,62,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,105.0,6509.5,No
CUS01035,Male,0,Yes,No,60,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.16,3418.38,No
CUS01036,Female,1,No,Yes,62,No,No phone service,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,18.7,1163.9,Yes
CUS01037,Female,0,No,No,14,Yes,No,DSL,Yes,Yes,No,One year,Yes,Mailed check,32.2,452.04,No
CUS01038,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),49.19,,No
CUS01039,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.0,439.36,No
CUS01040,Male,0,Yes,Yes,47,No,No phone service,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,46.95,2210.56,Yes
